review_comment_message,IDHM,customer_state,review_comment_message_english,IDHM_low
"Meu produto chegou muito mais rápido do quê o esperado. Uma vez que a previsão era para o dia 08/05 e chegou dia 20/04. 
Ainda não o usei, mas em questão de entrega eu super recomendo.",0.783,SP,"My product arrived much faster than expected.Since the forecast was for 05/08 and arrived on April 20. 
I haven't used it yet, but in a matter of delivery I highly recommend it.",False
´´otima,0.746,RS,excellent,False
PRODUTO ENTREGUE CONFORME O COMBINADO,0.66,BA,Product delivered as agreed,True
Zero não entregaram e não dão satisfação! Vou devolver,0.66,BA,Zero did not deliver and do not give satisfaction!I will return,True
Achei o prazo de entrega muito longo.,0.731,MG,I found the delivery time too long.,False
"Os orifícios da capa para conexão do cabo P2 (3,5 mm) e do microfone não correspondem ao celular.",0.735,GO,The holes of the P2 (3.5 mm) cable connection cover and the microphone do not correspond to the phone.,False
"Excelente produto.

Peruca sintetica, semelhante a cabelos, fio fino e opaco, nao possui brilho artificial

",0.783,SP,"Excellent product.

Synthetic wig, similar to hair, thin and opaque hair, has no artificial shine",False
COMPREI UM PRODUTO E VEIO OUTRO.,0.749,PR,I bought one product and came another.,False
"Superou minhas expectativas, voltarei a fazer negócio com certeza!",0.783,SP,"Exceeded my expectations, I will do business again for sure!",False
"O produto veio correto, perfeito e dentro do prazo.",0.682,CE,"The product came correct, perfect and on time.",True
"Essa folha simplesmente e maravilhosa além de linda, enchuga super bem.recomendo sim comprem por que compensa e muito",0.749,PR,"This simply and wonderful sheet besides being beautiful, fills super well.",False
"O produto chegou no prazo estipulado, recomendo.",0.783,SP,"The product has arrived within the stipulated period, I recommend.",False
compraria novamente...de qualidade,0.746,RS,would buy again ... quality,False
Ainda nao recebi minha compra,0.761,RJ,I haven't received my purchase yet,False
Apenas foi entregue 1 mercadoria ,0.783,SP,Only was delivered 1 goods,False
"tive que fazer uns cortes no tapete, mais encaixou..tudo bem..",0.783,SP,"I had to make some cuts on the carpet, more fit .. all right ..",False
"Embora eu tenha comprado o produto errado, ele foi entregue antes do prazo e em perfeito estado",0.783,SP,"Although I bought the wrong product, it was delivered before the deadline and in perfect condition",False
Não gostei de pagar frete já q não entregou na minha casa e condições de parcelamento q não mostra se foi ativada.,0.761,RJ,I did not like to pay shipping already that did not deliver to my house and installment conditions that does not show if it was activated.,False
Mas o estojo do relógio está a amassado,0.783,SP,But the clock case is kneaded,False
Alguns cabides chegaram quebrados,0.761,RJ,Some hangers arrived broken,False
Até hoje não recebi meu produto e nem uma resposta sobre o ressarcimento.Aguardo uma solução para que eu continue a comprar com o stark.,0.783,SP,To this day I have not received my product and no response about reimbursement. Improve a solution for me to continue buying with Stark.,False
Achei o.produto otimo Super recomendo,0.783,SP,I found the product great super recommend,False
"Chegou antes do prazo, bem embalado, recomendo ",0.783,SP,"Arrived before the deadline, well packed, I recommend",False
A lixeira serve só pra por contonete e algodão sujo muito pequeno ,0.746,RS,The trash is only for cotton swab and very small dirty cotton,False
"Pessimo atendimento, estou tentando cancelar a compra desde minutos depois de ter efetuado devido a propaganda induzir ao erro fazendo alusão a um produto original e nao estou conseguindo.",0.746,RS,"Pessimal service, I am trying to cancel the purchase from minutes after I have made it due to the advertising induce error by alluding to an original product and I'm not getting it.",False
"NOTA MIL AMEI COMPRARA COMVOCES, VOU CONTINUAR COMPRANDO, OBRIGADA DE CORAÇÃO.",0.749,PR,"Note thousand loved buying with you, I will continue to buy, thank you from the heart.",False
"Produto bom e de muita qualidade , chegou até antes do prazo ! ",0.66,BA,"Good and very quality product, it arrived before the deadline!",True
"Amei o produto, e chegou bem antes do prazo de entrega. Eu recomendo essa loja. ",0.673,PE,"I loved the product, and arrived well before the delivery time.I recommend this store.",True
"Foi tudo no prazo. .
Bem embalado e perfeito estado.",0.783,SP,"It was all on time..
Well packaged and perfect condition.",False
"pois era pra entregar previsão para dia 03/04/2018 já esta quase chegando a fatura e o produto não chegou ate hoje , nunca comprei um produto pela internet pra demorar desse tanto.",0.735,GO,"Because it was to deliver forecast for 03/04/2018 is almost coming to the invoice and the product has not arrived today, I never bought a product over the internet to take this so much.",False
"Pelas imagens achei q fosse tela com moldura. Até pq na discrição está escrito q a espessura e de 2 cm. 
Só q na verdade é um mdf de 3 mm fiquei um pouco fustratado mas tudo bem. ",0.783,SP,"From the images I thought it was a frame with frame.Until because in the discretion it is written q the thickness and 2 cm.
Only q is actually a 3 mm MDF I was a little beynate but that's okay.",False
Muito boa entrega,0.783,SP,Very good delivery,False
produto com defeito nas costuras.,0.646,PA,Product with defects in seams.,True
"Ocorreu tudo certo,tanto o produto quanto o prazo de entrega..
",0.746,RS,"All occurred well, both the product and the delivery time.",False
Chegou certinho antes do prazo recomendo a todos ,0.731,MG,Arrived right before the deadline I recommend to all,False
Ótimo atendimento ,0.749,PR,Great service,False
"Faltou o killer do combo, recebi o mr skull e a coqueteleira. Vieram bem acondicionados e no prazo informado ",0.746,RS,"Missed the combo killer, I received Mr Skull and the Chooller.They came well and within the informed period",False
Otima qualidade,0.699,TO,Great quality,True
O pruto deveria vim especificados a metragem correta,0.749,PR,Pututo should be specified the correct footage,False
Nota 1000...,0.731,MG,NOTE 1000 ...,False
Não compre,0.66,BA,Don't buy,True
Boa tarde! Achei que demorou bastante a chegar em minha residência. Mas apesar da demora estou satisfeita com meu varal.,0.631,AL,Good afternoon!I thought it took a long time to arrive at my residence.But despite the delay I am satisfied with my clothesline.,True
"Só foi entregue a boneca,faltou os panos de pratos és as saias da cama box de solteiro.",0.761,RJ,"Only the doll was delivered, the cloths of dishes were lacked the skirts of the single box bed.",False
"A princípio tudo certo, ainda não testei pois eh um presente para o Natal.",0.746,RS,"At first all right, I have not yet tested it because it is a gift for Christmas.",False
"produto foi entregue de acordo com a compra, antes do prazo informado, muito satisfeita.",0.783,SP,"Product was delivered according to the purchase, before the informed deadline, very satisfied.",False
recomendo,0.658,PB,recommend,True
tudo ok,0.783,SP,all ok,False
"Parabéns pelo atendimento!!!
Um abraço.Enedina",0.746,RS,"Congratulations on the service !!!
A hug.Enedina",False
Produto excelente fiquei muito satisfeito.,0.66,BA,Excellent product I was very pleased.,True
"Muito demorado para enviar o produto, e que até agora não chegou.",0.783,SP,"Very time consuming to send the product, and that so far has not arrived.",False
"Minha compra ainda não chegou, não respeitam o prazo de entrega, não me atendem não me respondem. Total falta de respeito. ",0.66,BA,"My purchase has not yet arrived, do not respect the delivery time, do not answer me do not answer me.Total lack of respect.",True
Entrega antes do prazo. ,0.783,SP,Delivery before the deadline.,False
"chegou no prazo, bem embalado e do jeito que eu esperava. recomendo!",0.761,RJ,"It arrived on time, well packed and the way I expected.I recommend it!",False
Entrega rápida e o produto é excelente!!,0.663,AC,Quick delivery and the product is excellent !!,True
produto chegou antes da data prevista.,0.783,SP,Product arrived before the expected date.,False
demorou no correio para entregar,0.783,SP,It took in the mail to deliver,False
"Muito bom, foi entregue antes do prazo e os produtos de alta qualidade.",0.66,BA,"Very good, it was delivered before the deadline and the high quality products.",True
"Devido a uma irresponsabilidade da empresa o produto não chegou em minha residência, estou aguardando mais informações da empresa responsável ! 
Obs: já tem mais de um mês que fiz a compra. ",0.66,BA,"Due to an irresponsibility of the company the product did not arrive at my residence, I am waiting for more information from the responsible company! 
Note: It's been over a month since I made the purchase.",True
Bon atendimento. Bom produto,0.783,SP,Bon service.Good product,False
Muito bom SUPER INDICO!,0.761,RJ,Very good super indicate!,False
Das 4 und compradas só chegaram 3 e sem nota fiscal. Isso mostra a grande falta de organização ,0.66,BA,Of the 4 UND purchased only arrived 3 and without invoice.This shows the great lack of organization,True
"Loja melhor só na Irineu, vc não sabe nem eu",0.783,SP,"Shop better only in Irineu, you don't even know",False
"Entrega no prazo e produto muito bom. Ligaram antes pra informar que existia o produto em outra cor que poderia ser enviada antes, mas preferi esperar e ter na cor desejada. Muito pontuais.",0.673,PE,"Delivery on time and very good product.They called first to inform you that there was the product in another color that could be sent before, but I preferred to wait and have the desired color.Very punctual.",True
"Recebi o produto, porém veio da cor errada.",0.749,PR,"I received the product, but it came from the wrong color.",False
A avaliação geral foi regular porque ainda não testei o produto. Avaliei a compra/entrega. ,0.761,RJ,The overall evaluation was regular because I have not yet tested the product.I evaluate the purchase/delivery.,False
